pub_date,post_title,post_url,link_url,link_text
"17 Jan, 2019 by ",Exploratory Testing: A Useful Strategy to Improve Software Quality,https://testfort.com/blog/exploratory-testing-a-useful-strategy-to-improve-software-quality,https://testfort.com/software-testing-solutions,The quality assurance process
"17 Jan, 2019 by ",Exploratory Testing: A Useful Strategy to Improve Software Quality,https://testfort.com/blog/exploratory-testing-a-useful-strategy-to-improve-software-quality,https://en.wikipedia.org/wiki/Mind_map,use mind maps
"17 Jan, 2019 by ",Exploratory Testing: A Useful Strategy to Improve Software Quality,https://testfort.com/blog/exploratory-testing-a-useful-strategy-to-improve-software-quality,https://testfort.com/blog/test-strategy-vs-test-plan,testing strategy
"17 Jan, 2019 by ",Exploratory Testing: A Useful Strategy to Improve Software Quality,https://testfort.com/blog/exploratory-testing-a-useful-strategy-to-improve-software-quality,https://testfort.com/blog/how-to-become-the-sherlock-holmes-of-bug-searching-concentration-on-the-details,unexpected kinds of bugs
"10 Jan, 2019 by ",How to Become the Sherlock Holmes of Bug Searching: Concentration on the Details,https://testfort.com/blog/how-to-become-the-sherlock-holmes-of-bug-searching-concentration-on-the-details,https://testfort.com/qa-outsourcing,software tester
"10 Jan, 2019 by ",How to Become the Sherlock Holmes of Bug Searching: Concentration on the Details,https://testfort.com/blog/how-to-become-the-sherlock-holmes-of-bug-searching-concentration-on-the-details,https://testfort.com/blog/why-ui-ux-testing-is-more-important-than-you-thought,UI bugs
"20 Dec, 2018 by ",Why UI/UX Testing Is More Important than You Thought?,https://testfort.com/blog/why-ui-ux-testing-is-more-important-than-you-thought,https://testfort.com/company,software testing
"20 Dec, 2018 by ",Why UI/UX Testing Is More Important than You Thought?,https://testfort.com/blog/why-ui-ux-testing-is-more-important-than-you-thought,https://testfort.com/usability-testing,UI/UX testing services
"20 Dec, 2018 by ",Why UI/UX Testing Is More Important than You Thought?,https://testfort.com/blog/why-ui-ux-testing-is-more-important-than-you-thought,https://www.hotjar.com/usability-testing,usability testing
"20 Dec, 2018 by ",Why UI/UX Testing Is More Important than You Thought?,https://testfort.com/blog/why-ui-ux-testing-is-more-important-than-you-thought,https://uxdesign.cc/improving-conversion-rates-by-75-just-fixing-minor-ux-problems-case-study-7761cd00ba1a,increase conversion rates
"13 Dec, 2018 by ",Why Game Testing Is a Real Challenge Even for Senior QA Experts?,https://testfort.com/blog/why-game-testing-is-a-real-challenge-even-for-senior-qa-experts,https://testfort.com/games-testing,Game testing
"20 Dec, 2018 by ",Why UI/UX Testing Is More Important than You Thought?,https://testfort.com/blog/why-ui-ux-testing-is-more-important-than-you-thought,https://testfort.com/blog/category/usability-testing,usability testing
"20 Dec, 2018 by ",Why UI/UX Testing Is More Important than You Thought?,https://testfort.com/blog/why-ui-ux-testing-is-more-important-than-you-thought,https://testfort.com/contact-us,Contact us
"13 Dec, 2018 by ",Why Game Testing Is a Real Challenge Even for Senior QA Experts?,https://testfort.com/blog/why-game-testing-is-a-real-challenge-even-for-senior-qa-experts,https://medium.com/@thinkwik/cryengine-vs-unreal-vs-unity-select-the-best-game-engine-eaca64c60e3e,the best engine for a game
"13 Dec, 2018 by ",Why Game Testing Is a Real Challenge Even for Senior QA Experts?,https://testfort.com/blog/why-game-testing-is-a-real-challenge-even-for-senior-qa-experts,https://testfort.com/blog/pokemon-go-showed-the-importance-of-stress-and-load-testing,stress and load testing
"06 Dec, 2018 by ",Automated testing: choosing a team,https://testfort.com/blog/automated-testing-choosing-a-team,https://testfort.com/automated-testing,automated testing
"13 Dec, 2018 by ",Why Game Testing Is a Real Challenge Even for Senior QA Experts?,https://testfort.com/blog/why-game-testing-is-a-real-challenge-even-for-senior-qa-experts,https://testfort.com/blog/video-games-testing-career-path-4you,game industry
"13 Dec, 2018 by ",Why Game Testing Is a Real Challenge Even for Senior QA Experts?,https://testfort.com/blog/why-game-testing-is-a-real-challenge-even-for-senior-qa-experts,https://testfort.com/contact-us,Contact us
"06 Dec, 2018 by ",Automated testing: choosing a team,https://testfort.com/blog/automated-testing-choosing-a-team,https://testfort.com/manual-testing,manual testers
"06 Dec, 2018 by ",Automated testing: choosing a team,https://testfort.com/blog/automated-testing-choosing-a-team,https://testfort.com/blog/why-bother-with-automated-testing,manual to automated testing
"06 Dec, 2018 by ",Automated testing: choosing a team,https://testfort.com/blog/automated-testing-choosing-a-team,https://testfort.com/blog/testing-tools-which-simplify-testing-process-and-make-qas-lives-easier,technologies used in development
"03 Dec, 2018 by ",Testing Tools Which Simplify Testing Process and Make QAs lives Easier,https://testfort.com/blog/testing-tools-which-simplify-testing-process-and-make-qas-lives-easier,https://testfort.com/,TestFort
"06 Dec, 2018 by ",Automated testing: choosing a team,https://testfort.com/blog/automated-testing-choosing-a-team,https://testfort.com/contact-us,contact our team
"03 Dec, 2018 by ",Testing Tools Which Simplify Testing Process and Make QAs lives Easier,https://testfort.com/blog/testing-tools-which-simplify-testing-process-and-make-qas-lives-easier,https://testfort.com/regression-testing,Regression testing
"03 Dec, 2018 by ",Testing Tools Which Simplify Testing Process and Make QAs lives Easier,https://testfort.com/blog/testing-tools-which-simplify-testing-process-and-make-qas-lives-easier,https://testfort.com/contact-us,Contact us
"21 Nov, 2018 by ","How Website Security, Performance, and Conversions All Tie Together",https://testfort.com/blog/how-website-security-performance-and-conversions-all-tie-together,https://neilpatel.com/blog/loading-time/,40 percent
"21 Nov, 2018 by ","How Website Security, Performance, and Conversions All Tie Together",https://testfort.com/blog/how-website-security-performance-and-conversions-all-tie-together,https://gtmetrix.com/,GTmetrix
"21 Nov, 2018 by ","How Website Security, Performance, and Conversions All Tie Together",https://testfort.com/blog/how-website-security-performance-and-conversions-all-tie-together,https://www.incapsula.com/cdn-guide/what-is-cdn-how-it-works.html,CDN is a network of servers
"21 Nov, 2018 by ","How Website Security, Performance, and Conversions All Tie Together",https://testfort.com/blog/how-website-security-performance-and-conversions-all-tie-together,https://www.stateofinbound.com/,HubSpot State of Inbound 2018
"15 Nov, 2018 by ",IoT Testing Types: Best Practices Through Reliable Testing Strategies,https://testfort.com/blog/iot-testing-types-best-practices-through-reliable-testing-strategies,https://testfort.com/iot-testing,IoT capacities
"21 Nov, 2018 by ","How Website Security, Performance, and Conversions All Tie Together",https://testfort.com/blog/how-website-security-performance-and-conversions-all-tie-together,https://www.growth-hackers.net/digital-marketing-tips-for-startups/,digital marketing arsenal
"21 Nov, 2018 by ","How Website Security, Performance, and Conversions All Tie Together",https://testfort.com/blog/how-website-security-performance-and-conversions-all-tie-together,https://www-01.ibm.com/common/ssi/cgi-bin/ssialias?htmlfid=SEL03130WWEN,Ponemon Institute’s 2017 Cost of Data Breach Study
"21 Nov, 2018 by ","How Website Security, Performance, and Conversions All Tie Together",https://testfort.com/blog/how-website-security-performance-and-conversions-all-tie-together,https://www.sec.gov/news/statement/cybersecurity-challenges-for-small-midsize-businesses.html,60 percent
"15 Nov, 2018 by ",IoT Testing Types: Best Practices Through Reliable Testing Strategies,https://testfort.com/blog/iot-testing-types-best-practices-through-reliable-testing-strategies,https://www.statista.com/statistics/471264/iot-number-of-connected-devices-worldwide/,Statista
"08 Nov, 2018 by ",TestFort Expands to Brazilian Market and partners with Walter Melo.,https://testfort.com/blog/testfort-expands-to-brazilian-market-and-partners-with-walter-melo,https://testfort.com/,software testing services
"21 Nov, 2018 by ","How Website Security, Performance, and Conversions All Tie Together",https://testfort.com/blog/how-website-security-performance-and-conversions-all-tie-together,https://testfort.com/blog/security-threats-and-tools,plethora of cybersecurity threats
"21 Nov, 2018 by ","How Website Security, Performance, and Conversions All Tie Together",https://testfort.com/blog/how-website-security-performance-and-conversions-all-tie-together,https://www.quickstart.com/blog/post/where-to-place-the-lead-form-on-your-landing-page/,into your landing pages
"15 Nov, 2018 by ",IoT Testing Types: Best Practices Through Reliable Testing Strategies,https://testfort.com/blog/iot-testing-types-best-practices-through-reliable-testing-strategies,https://testfort.com/iot-testing,IoT testing
"15 Nov, 2018 by ",IoT Testing Types: Best Practices Through Reliable Testing Strategies,https://testfort.com/blog/iot-testing-types-best-practices-through-reliable-testing-strategies,https://testfort.com/,TestFort
"21 Nov, 2018 by ","How Website Security, Performance, and Conversions All Tie Together",https://testfort.com/blog/how-website-security-performance-and-conversions-all-tie-together,https://uptimerobot.com/,Uptime Robot
"02 Nov, 2018 by ",Three Crucial Points of IoT Device Testing,https://testfort.com/blog/three-crucial-points-of-iot-device-testing,https://www.statista.com/statistics/580778/worldwide-internet-of-things-economic-impact-forecast/,Statista
"15 Nov, 2018 by ",IoT Testing Types: Best Practices Through Reliable Testing Strategies,https://testfort.com/blog/iot-testing-types-best-practices-through-reliable-testing-strategies,https://testfort.com/compatibility-testing,compatibility testing
"21 Nov, 2018 by ","How Website Security, Performance, and Conversions All Tie Together",https://testfort.com/blog/how-website-security-performance-and-conversions-all-tie-together,https://testfort.com/website-testing,website testing 
"02 Nov, 2018 by ",Three Crucial Points of IoT Device Testing,https://testfort.com/blog/three-crucial-points-of-iot-device-testing,https://www.mathworks.com/solutions/internet-of-things.html,Mathlab
"02 Nov, 2018 by ",Three Crucial Points of IoT Device Testing,https://testfort.com/blog/three-crucial-points-of-iot-device-testing,https://www.tetcos.com/emulator.html,Netsim
"15 Nov, 2018 by ",IoT Testing Types: Best Practices Through Reliable Testing Strategies,https://testfort.com/blog/iot-testing-types-best-practices-through-reliable-testing-strategies,https://testfort.com/security-testing,IoT security testing
"15 Nov, 2018 by ",IoT Testing Types: Best Practices Through Reliable Testing Strategies,https://testfort.com/blog/iot-testing-types-best-practices-through-reliable-testing-strategies,https://testfort.com/usability-testing,Usability testing
"15 Nov, 2018 by ",IoT Testing Types: Best Practices Through Reliable Testing Strategies,https://testfort.com/blog/iot-testing-types-best-practices-through-reliable-testing-strategies,https://testfort.com/performance-testing,Performance testing
"02 Nov, 2018 by ",Three Crucial Points of IoT Device Testing,https://testfort.com/blog/three-crucial-points-of-iot-device-testing,https://www.bevywise.com/iot-simulator/,BevyWise IoT Simulator
"02 Nov, 2018 by ",Three Crucial Points of IoT Device Testing,https://testfort.com/blog/three-crucial-points-of-iot-device-testing,https://www.ansys.com/Campaigns/internet-of-things/industrial-equipment-and-asset-management,Ansys IoT Simulator
"15 Nov, 2018 by ",IoT Testing Types: Best Practices Through Reliable Testing Strategies,https://testfort.com/blog/iot-testing-types-best-practices-through-reliable-testing-strategies,https://testfort.com/contact-us,"Contact us,"
"15 Nov, 2018 by ",IoT Testing Types: Best Practices Through Reliable Testing Strategies,https://testfort.com/blog/iot-testing-types-best-practices-through-reliable-testing-strategies,https://testfort.com/blog/three-crucial-points-of-iot-device-testing,Three Crucial Points of IoT Device Testing
"02 Nov, 2018 by ",Three Crucial Points of IoT Device Testing,https://testfort.com/blog/three-crucial-points-of-iot-device-testing,https://console.bluemix.net/docs/services/IoT/index.html#gettingstartedtemplate,IBM Bluemix
"15 Nov, 2018 by ",IoT Testing Types: Best Practices Through Reliable Testing Strategies,https://testfort.com/blog/iot-testing-types-best-practices-through-reliable-testing-strategies,https://testfort.com/blog/compatibility-testing-excellent-user-experience-through-various-types-of-hardware,Compatibility Testing: Excellent User Experience Through Various Types of Hardware
"15 Nov, 2018 by ",IoT Testing Types: Best Practices Through Reliable Testing Strategies,https://testfort.com/blog/iot-testing-types-best-practices-through-reliable-testing-strategies,https://testfort.com/blog/why-real-device-testing-is-better-than-emulators,Why Real Device Testing Is Better Than Emulators
"02 Nov, 2018 by ",Three Crucial Points of IoT Device Testing,https://testfort.com/blog/three-crucial-points-of-iot-device-testing,https://testfort.com/,TestFort
"26 Oct, 2018 by ",Compatibility Testing: Excellent User Experience Through Various Types of Hardware,https://testfort.com/blog/compatibility-testing-excellent-user-experience-through-various-types-of-hardware,https://testfort.com/compatibility-testing,Compatibility testing
"26 Oct, 2018 by ",Compatibility Testing: Excellent User Experience Through Various Types of Hardware,https://testfort.com/blog/compatibility-testing-excellent-user-experience-through-various-types-of-hardware,https://testfort.com/,TestFort
"26 Oct, 2018 by ",Compatibility Testing: Excellent User Experience Through Various Types of Hardware,https://testfort.com/blog/compatibility-testing-excellent-user-experience-through-various-types-of-hardware,https://testfort.com/contact-us,Contact us
"18 Oct, 2018 by ",Why Real Device Testing Is Better Than Emulators,https://testfort.com/blog/why-real-device-testing-is-better-than-emulators,https://testfort.com/website-testing,website testing
"18 Oct, 2018 by ",Why Real Device Testing Is Better Than Emulators,https://testfort.com/blog/why-real-device-testing-is-better-than-emulators,https://testfort.com/manual-testing,manual testing
"18 Oct, 2018 by ",Why Real Device Testing Is Better Than Emulators,https://testfort.com/blog/why-real-device-testing-is-better-than-emulators,https://testfort.com/contact-us,Contact us
"11 Oct, 2018 by ",User data security testing: keep it all safe,https://testfort.com/blog/user-data-security-testing-keep-it-all-safe,https://testfort.com/security-testing,Security testing
"11 Oct, 2018 by ",User data security testing: keep it all safe,https://testfort.com/blog/user-data-security-testing-keep-it-all-safe,https://testfort.com/web-application-testing,web applications
"11 Oct, 2018 by ",User data security testing: keep it all safe,https://testfort.com/blog/user-data-security-testing-keep-it-all-safe,https://testfort.com/mobile-application-testing,mobile apps
"11 Oct, 2018 by ",User data security testing: keep it all safe,https://testfort.com/blog/user-data-security-testing-keep-it-all-safe,https://vigilante.pw/,data breaches
"04 Oct, 2018 by ",Why bother with automated testing?,https://testfort.com/blog/why-bother-with-automated-testing,https://testfort.com/automated-testing,automated testing
"11 Oct, 2018 by ",User data security testing: keep it all safe,https://testfort.com/blog/user-data-security-testing-keep-it-all-safe,https://qarea.com/,outsourced QA and testing
"11 Oct, 2018 by ",User data security testing: keep it all safe,https://testfort.com/blog/user-data-security-testing-keep-it-all-safe,https://testfort.com/contact-us,contact us
